"id","plan_id","maintain_level","time","unit","check_content","check_remark","remark","del_flag","create_id","create_name","create_time","update_id","update_name","update_time"
"61","28","1","6","2","依据设备一级保养规范执行
1、检查润滑管是否折断，破损，润滑压力是否正常（稀油15Bar，干油50Bar），各润滑点有无润滑油渗出，更换哥林柱润滑防尘棉，检查内部参数润滑参数设置；
2、检查机械安全是否有效，操作面板按键检查，安全门是否撞击，必要时调整。
3、检查电气接线是否松脱，如有重新收紧，
4、检查系统压力是否过高或者过低，及时修正，
5、检查全机的各部分是否有漏油现象，如有则收紧漏油的油管，接头；或更换损坏的油压组件密封件，
6、检查冷却系统是否正常（油温低于55℃，电箱风扇运转正常），及时清洗或者修复，伺服器需清理冷却水滤网；
7、电动机增加驱动丝杆润滑检查及添加润滑脂。
8、检查各热电偶，加热圈及热电偶安装是否稳固，测量阻值误差15%需更换；
9、检查射嘴中心同轴度，调整至范围内（中心定位圈80-100mm≤0.25mm, 中心定位圈125-250mm≤0.3mm, 中心定位圈315mm≤0.4mm）；
10、检查速度，压力的线性比例，如有需要，可重新调校；
11、检查电箱内部的继电器，电磁接触器的接点是否老化，如有需要需更换新件；
12、清洗吸油滤芯，更换旁路滤芯；
13、检查油马达部分轴承组合是否有噪音发出，重新注入油脂或更换新轴承，清扫电机外部灰尘；
14、检查机身外露的电线，如有损伤必须更换；
15、检查机架水平在允许1000mm：0.05mm范围内，调模动作是否顺畅；
16、电动机增加伺服器冷却风扇清扫，皮带张紧度检查；
17、检查止逆环，螺杆头，平垫片，余料量大于0.5时需检修（动态止逆环测试）；
18、连杆机构检测：轴套及定位销有无位移；
19、熔胶马达座运转时温度及异响检查，必要时替换润滑脂/油；
20、手动加注润滑（射台导杆，调模，其他手动点）；
21、料筒螺杆尾部与料筒间隙均匀，运转无异响，螺杆固定半环无松动；
22、各动作运行检查，（开合模，顶出，调模，注射，熔胶，射台，中子）平稳可靠;
23、出具性能检测报告(压力、速度、平行度、逆率，再现性等)，并打分；
24.1000T以上注塑机还需更换哥林柱防尘毛毡，前后8条。
25.保养结束后需对易损件的库存情况进行检查，确保易损件有相应库存。
","一般设备每半年集中保养一次。","","0","1","管理员","23/10/2020 09:51:30","1","管理员","29/5/2023 22:21:29"
"62","29","1","6","2","检查内容：
1.真空风机过滤布袋更换，共在用四台，
2.风机运行电流检测记录，
3.清扫电箱（干燥机及主控制箱）
4.检查气阀插头接线，
5.清管空气过滤器清理或更换
6.检查防插错线头是否损坏，及时修复
7.检查修复料斗卡扣及检测开关
8.检查吨包吊装气管，料斗、调压阀及手动控制阀是否有效","集中供料系统每半年保养1次。","","0","1","管理员","23/10/2020 09:54:45","1","管理员","23/10/2020 09:54:45"
"63","22","2","1","2","1","","","1","1","管理员","28/10/2020 10:40:25","1","管理员","28/10/2020 10:40:25"
"64","22","1","1","1","11","","","1","1","管理员","30/10/2020 09:13:28","1","管理员","30/10/2020 09:13:28"
"65","22","1","1","2","111","","","1","1","管理员","30/10/2020 14:17:13","1","管理员","30/10/2020 14:17:13"
"66","23","0","1","1","1、检查模具的定位圈、限位开关、 热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养和二级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；检查热流道系统；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件；
4、检查热流道射口处的成型损伤状况。","1年若没有触发保养计划，则满足1年触发2级保养。","","0","1","管理员","12/11/2020 15:56:11","1","管理员","12/11/2020 15:56:11"
"67","24","0","1","1","1、检查模具的定位圈、限位开关、热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；热流道加热圈和感温线检查；热流道漏胶检查；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件。","1年若没有触发保养计划，则满足1年触发2级保养","","0","1","管理员","12/11/2020 15:57:50","1","管理员","12/11/2020 15:57:50"
"68","25","0","1","1","解体保养","1年若没有触发保养计划，则满足1年触发1级保养","","0","1","管理员","12/11/2020 15:59:30","1","管理员","12/11/2020 15:59:30"
"69","26","0","1","1","1、检查模具的定位圈、限位开关、热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；热流道加热圈和感温线检查；热流道漏胶检查；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件。","1年若没有触发保养计划，则满足1年触发2级保养","","0","1","管理员","12/11/2020 16:00:36","1","管理员","12/11/2020 16:00:36"
"70","30","2","50000","0","1、检查模具的定位圈、限位开关、热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；热流道加热圈和感温线检查；热流道漏胶检查；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件。","每5万模次做一次2级保养","","0","1","管理员","2/12/2020 14:07:34","1","管理员","2/12/2020 14:07:34"
"71","30","3","100000","0","1、检查模具的定位圈、限位开关、 热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养和二级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；检查热流道系统；保证模具各部件无油、无锈、无水迹、无胶质和无杂物； 
3、更换损坏和缺少的零件。","每10万模次做一次3级保养","","0","1","管理员","2/12/2020 14:09:31","1","管理员","2/12/2020 14:09:31"
"72","30","6","1000000","0","模具寿命到期","累计100万模次显示6级保养","","0","1","管理员","2/12/2020 14:10:22","1","管理员","2/12/2020 14:10:22"
"73","30","0","1","1","1、检查模具的定位圈、限位开关、热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；热流道加热圈和感温线检查；热流道漏胶检查；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件。","365天若没有触发保养计划，则满足365天触发2级保养","","0","1","管理员","2/12/2020 14:11:25","1","管理员","2/12/2020 14:11:25"
"74","31","2","30000","0","1、检查模具的定位圈、限位开关、热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；热流道加热圈和感温线检查；热流道漏胶检查；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件。","每3万模次做一次2级保养","","0","1","管理员","2/12/2020 14:13:33","1","管理员","2/12/2020 14:13:33"
"75","31","3","210000","0","1、检查模具的定位圈、限位开关、 热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养和二级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；检查热流道系统；保证模具各部件无油、无锈、无水迹、无胶质和无杂物； 
3、更换损坏和缺少的零件。","每21万模次做一次3级保养","","0","1","管理员","2/12/2020 14:14:59","1","管理员","2/12/2020 14:14:59"
"76","31","6","1000000","0","模具寿命到期","累计100万模次显示6级保养","","0","1","管理员","2/12/2020 14:16:15","1","管理员","2/12/2020 14:16:15"
"77","31","0","1","1","1、检查模具的定位圈、限位开关、热流道和接线器、模具铭牌、锁模块、计数器、水管和水接头等；
2、包含一级保养；顶针及顶针孔清理；检查顶针板有无变形弯曲；顶针与顶针孔配合是否正常；导柱导套配合是否正常；复位弹簧和紧固螺丝损坏更换（螺牙深度磨损超出30%、复位弹簧螺丝复位长度小于原长度的85%）；模具水路检查；清理排气槽杂物；热流道加热圈和感温线检查；热流道漏胶检查；保证模具各部件无油、无锈、无水迹、无胶质和无杂物；
3、更换损坏和缺少的零件。","365天若没有触发保养计划，则满足365天触发2级保养","","0","1","管理员","2/12/2020 14:17:02","1","管理员","2/12/2020 14:17:02"
